0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,genre
-113.619384765625,121.55301666259766,-19.151058197021484,42.345767974853516,-6.3711676597595215,18.613033294677734,-13.692060470581055,15.339378356933594,-12.283617973327637,10.973775863647461,-8.322409629821777,8.806787490844727,-3.665801763534546,0.36172690987586975,0.36761870980262756,0.43998005986213684,0.2446344792842865,0.2478017657995224,0.3356154263019562,0.3645760118961334,0.43564701080322266,0.2958412766456604,0.3146337866783142,0.40656036138534546,0.38477036356925964,15.987602688701612,15.102477692088824,18.458409057377718,18.363125053822007,18.9187388027038,17.190236092452114,39.66757667158581,blues
-207.58151245117188,123.99714660644531,8.939114570617676,35.870758056640625,2.9199705123901367,21.518787384033203,-8.555368423461914,23.355937957763672,-10.10103702545166,11.906444549560547,-5.558122634887695,5.375942230224609,-2.23783278465271,0.459622323513031,0.34987714886665344,0.3209686279296875,0.2115859091281891,0.20090794563293457,0.3310050964355469,0.39764687418937683,0.5606763958930969,0.38437923789024353,0.2554737329483032,0.28495901823043823,0.3342382609844208,15.984914561002014,17.0562328248644,19.129323982388623,19.18787122800779,18.324038624421977,17.50447952941415,37.51898531757912,blues
-90.7763442993164,140.4486083984375,-29.10055923461914,31.687339782714844,-13.975971221923828,25.741682052612305,-13.644712448120117,11.623111724853516,-11.775920867919922,9.70046615600586,-13.115348815917969,5.785763263702393,-8.89973258972168,0.2726714313030243,0.19586879014968872,0.31525424122810364,0.4081347584724426,0.5470826029777527,0.3217753767967224,0.30478692054748535,0.2885168790817261,0.3342420160770416,0.40191102027893066,0.3843080401420593,0.5881897807121277,26.33225553065585,14.191932556756637,17.706643575580642,19.417249535025636,20.344435037793545,18.314964839749916,39.035077300462454,blues
-199.46200561523438,150.0947265625,5.649167060852051,26.87014389038086,1.7554408311843872,14.2368803024292,-4.8288726806640625,9.29784870147705,-0.7531419992446899,8.147393226623535,-3.1952357292175293,6.085353374481201,-2.4761884212493896,0.34086188673973083,0.40857693552970886,0.5245686173439026,0.5470744371414185,0.6571127772331238,0.5116710066795349,0.35563039779663086,0.2516901195049286,0.24638642370700836,0.31520891189575195,0.3165434002876282,0.3828551769256592,29.797804247563928,14.765636719360783,17.239783565071527,18.63621706926385,18.49075823426367,16.790485158755587,34.27801571154383,blues
-160.29185485839844,126.19577026367188,-35.602500915527344,22.151168823242188,-32.487640380859375,10.862022399902344,-23.357162475585938,0.500523030757904,-11.804770469665527,1.2038774490356445,-13.085074424743652,-2.8098487854003906,-6.9356207847595215,0.19272667169570923,0.317231684923172,0.39155152440071106,0.25590553879737854,0.1928039789199829,0.5305816531181335,0.2539423406124115,0.1392153948545456,0.27655506134033203,0.32433581352233887,0.5552977323532104,0.2730299234390259,17.057412884710494,15.693513459090605,19.12555886683112,20.526383065422213,20.785517461022902,19.713926518666607,37.33880412136976,blues
-177.88876342773438,118.18952941894531,-17.550729751586914,30.753101348876953,-21.732107162475586,11.898545265197754,-20.732280731201172,3.176168918609619,-8.575770378112793,-0.9401844143867493,-11.773798942565918,-2.4260759353637695,-9.342486381530762,0.23830758035182953,0.3001772165298462,0.6168902516365051,0.23552347719669342,0.12392118573188782,0.24363397061824799,0.27951207756996155,0.41132158041000366,0.24399377405643463,0.28561264276504517,0.28419914841651917,0.3658750057220459,17.47173427154148,19.563742281296186,21.294820438166678,21.350197303286826,20.782888052062248,19.40352798039331,37.94590337195688,blues
-190.17501831054688,130.29241943359375,-36.348472595214844,33.029090881347656,11.085680961608887,-0.5963723659515381,-20.882356643676758,0.2771160304546356,-6.500870704650879,-5.515623092651367,-7.8452887535095215,-3.123599052429199,-6.5957159996032715,0.42547887563705444,0.22330671548843384,0.1313038021326065,0.1526467502117157,0.2418576180934906,0.4910733699798584,0.2456035315990448,0.16917841136455536,0.28823310136795044,0.46142804622650146,0.35944873094558716,0.3073090612888336,24.761686388889366,21.07530470251667,22.20890664723946,21.261253966206972,21.647741736833122,20.145598260935973,32.880478388843535,blues
-179.42007446289062,136.4420928955078,-26.644338607788086,39.979591369628906,5.301814556121826,10.921236991882324,-20.555347442626953,8.507476806640625,-11.35435962677002,-3.46909761428833,-8.414113998413086,-6.956975936889648,-3.548348903656006,0.25941815972328186,0.26425814628601074,0.32541996240615845,0.21780180931091309,0.2151205837726593,0.29521676898002625,0.1900440901517868,0.1808650642633438,0.26435011625289917,0.39014101028442383,0.6485509872436523,0.4365876019001007,20.215365526323623,20.094576698389947,20.711897948475954,19.629865396658026,20.705410723231054,19.60440192458332,36.12081799513814,blues
-121.38711547851562,122.5053939819336,-14.739394187927246,46.135292053222656,-8.160384178161621,20.170509338378906,-19.169321060180664,23.050188064575195,-11.825940132141113,21.173410415649414,-6.720290660858154,7.005018711090088,-12.739911079406738,0.31952109932899475,0.3046649992465973,0.3668322265148163,0.42233848571777344,0.524003803730011,0.4506942331790924,0.493522047996521,0.3529854416847229,0.38034284114837646,0.46188274025917053,0.3664821684360504,0.46470749378204346,29.493772582869763,15.129731925950475,17.020851583382814,17.03142049834697,19.69371660973148,17.621792078515444,40.62273896813749,blues
-213.20452880859375,115.154541015625,-11.720502853393555,39.032554626464844,-20.357818603515625,13.089925765991211,-9.180813789367676,9.023638725280762,-14.101022720336914,4.283337116241455,-6.044196128845215,3.786367893218994,0.22368746995925903,0.24841243028640747,0.27330633997917175,0.4887445867061615,0.2681146264076233,0.1795715093612671,0.26779720187187195,0.22273743152618408,0.4156455397605896,0.2728808522224426,0.18116427958011627,0.2293047308921814,0.24049188196659088,14.330905860745972,17.63960709820347,21.926797282717327,20.2309716071656,18.564728908036567,18.909647349158625,36.50457567144057,blues
